PERSON_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_NAME,ROSTERSTATUS,TEAM_ABBREVIATION
1628386,Jarrett Allen,1610612739,Cleveland Cavaliers,,
1628389,Bam Adebayo,1610612748,Miami Heat,,
1628392,Isaiah Hartenstein,1610612760,Oklahoma City Thunder,,
1628396,Tony Bradley,1610612754,,0.0,IND
1628398,Kyle Kuzma,1610612749,Milwaukee Bucks,,
1628401,Derrick White,1610612738,Boston Celtics,,
1628404,Josh Hart,1610612752,New York Knicks,,
1628415,Dillon Brooks,1610612756,Phoenix Suns,,
1628418,Thomas Bryant,1610612739,Cleveland Cavaliers,,
1628420,Monte Morris,1610612754,Indiana Pacers,,
1628426,Sasha Vezenkov,0,Free Agent,,
1628427,Vlatko Cancar,0,Free Agent,,
1628436,Luke Kornet,1610612759,San Antonio Spurs,,
1628449,Chris Boucher,1610612738,Boston Celtics,,
1628464,Daniel Theis,0,Free Agent,,
1628467,Maxi Kleber,1610612747,Los Angeles Lakers,,
1628470,Torrey Craig,0,Free Agent,,
1628502,Nigel Hayes,1610612756,,0.0,PHX
1628960,Grayson Allen,1610612756,Phoenix Suns,,
1628962,Udoka Azubuike,0,Free Agent,,
1628963,Marvin Bagley III,1610612764,Washington Wizards,,
1628964,Mo Bamba,0,Free Agent,,
1628966,Keita Bates-Diop,0,Free Agent,,
1628969,Mikal Bridges,1610612752,New York Knicks,,
1628970,Miles Bridges,1610612766,Charlotte Hornets,,
1628971,Bruce Brown,1610612743,Denver Nuggets,,
1628972,Troy Brown Jr.,0,Free Agent,,
1628973,Jalen Brunson,1610612752,New York Knicks,,
1628975,Jevon Carter,1610612741,Chicago Bulls,,
1628976,Wendell Carter Jr.,1610612753,Orlando Magic,,
1628978,Donte DiVincenzo,1610612750,Minnesota Timberwolves,,
1628981,Bruno Fernando,0,Free Agent,,
1628983,Shai Gilgeous-Alexander,1610612760,Oklahoma City Thunder,,
1628984,Devonte' Graham,0,Free Agent,,
1628988,Aaron Holiday,1610612745,Houston Rockets,,
1628989,Kevin Huerter,1610612741,Chicago Bulls,,
1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,,
1628995,Kevin Knox II,0,Free Agent,,
1628997,Caleb Martin,1610612742,Dallas Mavericks,,
1628998,Cody Martin,1610612754,Indiana Pacers,,
1629001,De'Anthony Melton,0,Free Agent,,
1629002,Chimezie Metu,0,Free Agent,,
1629003,Shake Milton,0,Free Agent,,
1629004,Svi Mykhailiuk,1610612762,Utah Jazz,,
1629006,Josh Okogie,1610612745,Houston Rockets,,
1629008,Michael Porter Jr.,1610612751,Brooklyn Nets,,
1629010,Jerome Robinson,0,Free Agent,,
1629011,Mitchell Robinson,1610612752,New York Knicks,,
1629012,Collin Sexton,1610612766,Charlotte Hornets,,
1629013,Landry Shamet,1610612752,New York Knicks,,
1629014,Anfernee Simons,1610612738,Boston Celtics,,
1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,,
1629020,Jarred Vanderbilt,1610612747,Los Angeles Lakers,,
1629021,Moritz Wagner,0,Free Agent,,
1629022,Lonnie Walker IV,0,Free Agent,,
1629023,P.J. Washington,1610612742,Dallas Mavericks,,
1629026,Kenrich Williams,1610612760,Oklahoma City Thunder,,
1629027,Trae Young,1610612737,Atlanta Hawks,,
1629028,Deandre Ayton,1610612747,Los Angeles Lakers,,
1629029,Luka Doncic,1610612747,Los Angeles Lakers,,
1629048,Goga Bitadze,1610612753,Orlando Magic,,
1629052,Oshae Brissett,0,Free Agent,,
1629057,Robert Williams III,1610612757,Portland Trail Blazers,,
1629060,Rui Hachimura,1610612747,Los Angeles Lakers,,
1629111,Jock Landale,1610612763,Memphis Grizzlies,,
1629130,Duncan Robinson,1610612765,Detroit Pistons,,
1629139,Yuta Watanabe,0,Free Agent,,
1629162,Jordan McLaughlin,1610612759,San Antonio Spurs,,
1629216,Gabe Vincent,1610612747,Los Angeles Lakers,,
1629232,Kaiser Gates,0,Free Agent,,
1629234,Drew Eubanks,1610612758,Sacramento Kings,,
1629312,Haywood Highsmith,0,Free Agent,,
1629599,Amir Coffey,1610612749,Milwaukee Bucks,,
1629610,DaQuan Jeffries,0,Free Agent,,
1629611,Terance Mann,1610612751,Brooklyn Nets,,
1629614,Andrew Nembhard,1610612754,Indiana Pacers,,
1629618,Jalen Pickett,1610612743,Denver Nuggets,,
1629622,Max Strus,0,Free Agent,,
1629623,Lindell Wigginton,0,Free Agent,,
1629626,Bol Bol,0,Free Agent,,
1629627,Zion Williamson,1610612740,New Orleans Pelicans,,
1629628,RJ Barrett,1610612761,Toronto Raptors,,
1629629,Cam Reddish,0,Free Agent,,
1629630,Ja Morant,1610612763,Memphis Grizzlies,,
1629631,De'Andre Hunter,1610612739,Cleveland Cavaliers,,
1629632,Coby White,1610612741,Chicago Bulls,,
1629634,Brandon Clarke,0,Free Agent,,
1629636,Darius Garland,1610612739,Cleveland Cavaliers,,
1629637,Jaxson Hayes,1610612747,Los Angeles Lakers,,
1629638,Nickeil Alexander-Walker,1610612737,Atlanta Hawks,,
1629639,Tyler Herro,1610612748,Miami Heat,,
1629640,Keldon Johnson,1610612759,San Antonio Spurs,,
1629642,Nassir Little,0,Free Agent,,
1629643,Chuma Okeke,0,Free Agent,,
1629645,Kevin Porter Jr.,1610612749,,0.0,MIL
1629646,Charles Bassey,1610612763,Memphis Grizzlies,,
1629650,Moses Brown,0,Free Agent,,
1629651,Nic Claxton,1610612751,Brooklyn Nets,,
1629652,Luguentz Dort,1610612760,Oklahoma City Thunder,,
1629655,Daniel Gafford,1610612742,Dallas Mavericks,,
1629656,Quentin Grimes,1610612755,Philadelphia 76ers,,
1629659,Talen Horton-Tucker,0,Free Agent,,
1629660,Ty Jerome,0,Free Agent,,
1629661,Cameron Johnson,1610612743,Denver Nuggets,,
1629667,Jalen McDaniels,0,Free Agent,,
1629670,Jordan Nwora,0,Free Agent,,
1629673,Jordan Poole,1610612740,New Orleans Pelicans,,
1629674,Neemias Queta,1610612738,Boston Celtics,,
1629675,Naz Reid,1610612750,Minnesota Timberwolves,,
1629677,Luka Samanic,0,Free Agent,,
1629678,Admiral Schofield,0,Free Agent,,
1629680,Matisse Thybulle,1610612757,Portland Trail Blazers,,
1629684,Grant Williams,0,Free Agent,,
1629685,Dylan Windler,0,Free Agent,,
1629716,Marques Bolden,0,Free Agent,,
1629717,Armoni Brooks,0,Free Agent,,
1629718,Charlie Brown Jr.,0,Free Agent,,
1629723,John Konchar,1610612763,Memphis Grizzlies,,
1629726,Garrison Mathews,1610612754,Indiana Pacers,,
1629731,Dean Wade,1610612739,Cleveland Cavaliers,,
1629750,Javonte Green,1610612765,,0.0,DET
1630162,Anthony Edwards,1610612750,Minnesota Timberwolves,,
1630163,LaMelo Ball,1610612766,Charlotte Hornets,,
1630164,James Wiseman,1610612754,Indiana Pacers,,
1630165,Killian Hayes,0,Free Agent,,
1630166,Deni Avdija,1610612757,Portland Trail Blazers,,
1630167,Obi Toppin,1610612754,Indiana Pacers,,
1630168,Onyeka Okongwu,1610612737,Atlanta Hawks,,
1630169,Tyrese Haliburton,0,Free Agent,,
1630170,Devin Vassell,1610612759,San Antonio Spurs,,
1630171,Isaac Okoro,1610612741,Chicago Bulls,,
1630172,Patrick Williams,1610612741,Chicago Bulls,,
1630173,Precious Achiuwa,1610612758,Sacramento Kings,,
1630174,Aaron Nesmith,1610612754,Indiana Pacers,,
1630175,Cole Anthony,1610612749,Milwaukee Bucks,,
1630177,Theo Maledon,0,Free Agent,,
1630178,Tyrese Maxey,1610612755,Philadelphia 76ers,,
1630180,Saddiq Bey,1610612740,New Orleans Pelicans,,
1630181,R.J. Hampton,0,Free Agent,,
1630182,Josh Green,0,Free Agent,,
1630183,Jaden McDaniels,1610612750,Minnesota Timberwolves,,
1630184,Kira Lewis Jr.,0,Free Agent,,
1630188,Jalen Smith,1610612741,Chicago Bulls,,
1630191,Isaiah Stewart,1610612765,Detroit Pistons,,
1630192,Zeke Nnaji,1610612743,Denver Nuggets,,
1630193,Immanuel Quickley,1610612761,Toronto Raptors,,
1630194,Paul Reed,1610612765,Detroit Pistons,,
1630196,Filip Petrusev,0,Free Agent,,
1630197,Aleksej Pokusevski,0,Free Agent,,
1630198,Isaiah Joe,1610612760,Oklahoma City Thunder,,
1630200,Tre Jones,1610612741,Chicago Bulls,,
1630201,Malachi Flynn,0,Free Agent,,
1630202,Payton Pritchard,1610612738,Boston Celtics,,
1630205,Lamar Stevens,0,Free Agent,,
1630207,Nate Hinton,0,Free Agent,,
1630208,Nick Richards,1610612756,Phoenix Suns,,
1630209,Omer Yurtseven,0,Free Agent,,
1630214,Xavier Tillman,1610612738,Boston Celtics,,
1630215,Jared Butler,0,Free Agent,,
1630217,Desmond Bane,1610612753,Orlando Magic,,
1630219,Skylar Mays,0,Free Agent,,
1630224,Jalen Green,1610612756,Phoenix Suns,,
1630227,Daishen Nix,0,Free Agent,,
1630228,Jonathan Kuminga,1610612744,Golden State Warriors,,
1630230,Naji Marshall,1610612742,Dallas Mavericks,,
1630231,KJ Martin,0,Free Agent,,
1630233,Nathan Knight,0,Free Agent,,
1630235,Trent Forrest,0,Free Agent,,
1630240,Saben Lee,0,Free Agent,,
1630241,Sam Merrill,1610612739,Cleveland Cavaliers,,
1630243,Trevelin Queen,0,Free Agent,,
1630245,Ayo Dosunmu,1610612741,Chicago Bulls,,
1630249,Vit Krejci,1610612737,,0.0,ATL
1630256,Jae'Sean Tate,1610612745,Houston Rockets,,
1630259,Jordan Ford,0,Free Agent,,
1630264,Anthony Gill,1610612764,Washington Wizards,,
